Fin_year,Stop_ID,Stop_name,Stop_lat,Stop_long,Pax_annual
FY20-21,20360,Wodonga Railway Station (Wodonga),-36.105829,146.871267,14600
FY20-21,20361,Woodend Railway Station (Woodend),-37.358803,144.525893,61100
FY20-21,20362,Yarragon Railway Station (Yarragon),-38.203155,146.063065,8200
FY20-21,22257,Sherwood Park Railway Station (Warrnambool),-38.386396,142.538873,1150
FY20-21,43469,Wendouree Railway Station (Wendouree),-37.539713,143.820062,43550
FY20-21,44951,Creswick Railway Station (Creswick),-37.424605,143.888122,450
FY20-21,44952,Clunes Railway Station (Clunes),-37.303143,143.781574,900
FY20-21,44953,Maryborough Railway Station (Maryborough),-37.050912,143.742399,3600
FY20-21,47482,Talbot Railway Station (Talbot),-37.172902,143.705635,350
FY20-21,47641,Waurn Ponds Railway Station (Waurn Ponds),-38.21581,144.30682,85500
FY20-21,47642,Epsom Railway Station (Epsom),-36.706343,144.321036,2900
FY20-21,47647,Wyndham Vale Railway Station (Manor Lakes),-37.872884,144.608734,358050
FY20-21,47648,Tarneit Railway Station (Tarneit),-37.832169,144.694716,593000
FY20-21,48804,Cobblebank Railway Station (Cobblebank),-37.712542,144.604103,46950
FY20-21,52011,Caroline Springs Railway Station (Ravenhall),-37.766144,144.735748,64400
FY20-21,64408,Southern Cross Railway Station (Melbourne City),-37.818245,144.951691,2033750
FY22-23,19980,Melton Railway Station (Melton South),-37.703362,144.572217,560150
FY22-23,19981,Rockbank Railway Station (Rockbank),-37.729258,144.65063,212850
FY22-23,19982,Deer Park Railway Station (Deer Park),-37.77776,144.772307,326000
FY22-23,20020,Ardeer Railway Station (Ardeer),-37.783063,144.802193,53950
FY22-23,20287,Albury Railway Station (Albury (NSW)),-36.084263,146.924518,32100
FY22-23,20288,Ararat Railway Station (Ararat),-37.282202,142.936912,28950
FY22-23,20289,Avenel Railway Station (Avenel),-36.893644,145.229517,1100
FY22-23,20290,Bacchus Marsh Railway Station (Maddingley),-37.687517,144.436857,268350
FY22-23,20291,Bairnsdale Railway Station (Bairnsdale),-37.828717,147.627615,33050
FY22-23,20292,Ballan Railway Station (Ballan),-37.6043,144.225443,65900
FY22-23,20293,Ballarat Railway Station (Ballarat Central),-37.55879,143.859452,390300
FY22-23,20294,Beaufort Railway Station (Beaufort),-37.427875,143.382233,6000
FY22-23,20295,Benalla Railway Station (Benalla),-36.544549,145.983914,19100
FY22-23,20296,Bendigo Railway Station (Bendigo),-36.765673,144.283012,295850
FY22-23,20297,Birregurra Railway Station (Birregurra),-38.328807,143.78362,2100
FY22-23,20298,Broadford Railway Station (Broadford),-37.207202,145.043009,39450
FY22-23,20299,Bunyip Railway Station (Bunyip),-38.09911,145.720762,9950
FY22-23,20300,Camperdown Railway Station (Camperdown),-38.2289,143.150932,9600
FY22-23,20301,Castlemaine Railway Station (Castlemaine),-37.062836,144.213801,151750
FY22-23,20302,Chiltern Railway Station (Chiltern),-36.155634,146.61138,2600
FY22-23,20303,Clarkefield Railway Station (Clarkefield),-37.483497,144.745368,23200
FY22-23,20304,Colac Railway Station (Colac),-38.343378,143.586658,19000
FY22-23,20305,Corio Railway Station (Corio),-38.072835,144.37977,23050
FY22-23,20306,Dingee Railway Station (Dingee),-36.369235,144.23112,300
FY22-23,20307,Donnybrook Railway Station (Donnybrook),-37.542571,144.96955,84050
FY22-23,20308,Drouin Railway Station (Drouin),-38.136453,145.855943,75300
FY22-23,20309,Eaglehawk Railway Station (Eaglehawk),-36.718528,144.248382,1750
FY22-23,20310,Echuca Railway Station (Echuca),-36.130985,144.753463,9900
FY22-23,20311,Elmore Railway Station (Elmore),-36.495017,144.607753,800
FY22-23,20312,Euroa Railway Station (Euroa),-36.749135,145.568086,4250
FY22-23,20313,Garfield Railway Station (Garfield),-38.09103,145.67422,18150
FY22-23,20314,Geelong Railway Station (Geelong),-38.144241,144.354992,675600
FY22-23,20315,Gisborne Railway Station (New Gisborne),-37.458825,144.598718,100250
FY22-23,20316,Heathcote Junction Railway Station (Heathcote Junction),-37.371709,145.028202,5800
FY22-23,20317,Kangaroo Flat Railway Station (Kangaroo Flat),-36.794838,144.248993,46550
FY22-23,20318,Kerang Railway Station (Kerang),-35.733123,143.92443,5100
FY22-23,20319,Kilmore East Railway Station (Kilmore East),-37.293208,144.983565,40300
FY22-23,20320,Kyneton Railway Station (Kyneton),-37.258277,144.450602,90350
FY22-23,20321,Lara Railway Station (Lara),-38.022428,144.414402,272200
FY22-23,20323,Little River Railway Station (Little River),-37.962928,144.498485,13350
FY22-23,20324,Longwarry Railway Station (Longwarry),-38.110992,145.76686,11600
FY22-23,20325,Macedon Railway Station (Macedon),-37.423577,144.561397,30750
FY22-23,20326,Malmsbury Railway Station (Malmsbury),-37.189744,144.375325,13350
FY22-23,20327,Marshall Railway Station (Marshall),-38.19855,144.355055,113100
FY22-23,20328,Moe Railway Station (Moe),-38.176907,146.260574,81600
FY22-23,20329,Mooroopna Railway Station (Mooroopna),-36.399127,145.358217,3350
FY22-23,20330,Morwell Railway Station (Morwell),-38.236723,146.396752,75000
FY22-23,20331,Murchison East Railway Station (Murchison East),-36.61315,145.24064,6000
FY22-23,20332,Nagambie Railway Station (Nagambie),-36.78546,145.160358,3450
FY22-23,20333,Nar Nar Goon Railway Station (Nar Nar Goon),-38.08159,145.57167,5300
FY22-23,20334,North Geelong Railway Station (North Geelong),-38.122836,144.352277,235750
FY22-23,20335,North Shore Railway Station (North Shore),-38.098373,144.365323,60550
FY22-23,20336,Pyramid Railway Station (Pyramid Hill),-36.053113,144.11313,1800
FY22-23,20337,Riddells Creek Railway Station (Riddells Creek),-37.465127,144.679828,54200
FY22-23,20338,Rochester Railway Station (Rochester),-36.362363,144.698683,2250
FY22-23,20339,Rosedale Railway Station (Rosedale),-38.156403,146.786965,1700
FY22-23,20341,Sale Railway Station (Sale),-38.103105,147.054802,19050
FY22-23,20342,Seymour Railway Station (Seymour),-37.024725,145.137733,98600
FY22-23,20343,Shepparton Railway Station (Shepparton),-36.383795,145.4065,52200
FY22-23,20344,South Geelong Railway Station (South Geelong),-38.15866,144.358987,267600
FY22-23,20345,Springhurst Railway Station (Springhurst),-36.185894,146.470421,1100
FY22-23,20346,Stratford Railway Station (Stratford),-37.967047,147.081468,2900
FY22-23,20347,Swan Hill Railway Station (Swan Hill),-35.341113,143.562347,27750
FY22-23,20348,Tallarook Railway Station (Tallarook),-37.092332,145.103002,4800
FY22-23,20349,Terang Railway Station (Terang),-38.236215,142.911467,6100
FY22-23,20350,Trafalgar Railway Station (Trafalgar),-38.207239,146.15477,37000
FY22-23,20351,Traralgon Railway Station (Traralgon),-38.198889,146.537884,113700
FY22-23,20352,Tynong Railway Station (Tynong),-38.084994,145.628231,5400
FY22-23,20353,Violet Town Railway Station (Violet Town),-36.638817,145.715926,1700
FY22-23,20354,Wallan Railway Station (Wallan),-37.416534,145.005354,101500
FY22-23,20355,Wandong Railway Station (Wandong),-37.354676,145.026414,20750
FY22-23,20356,Wangaratta Railway Station (Wangaratta),-36.355102,146.317041,32350
FY22-23,20357,Warragul Railway Station (Warragul),-38.165227,145.932675,119600
FY22-23,20358,Warrnambool Railway Station (Warrnambool),-38.385015,142.475547,61700
FY22-23,20359,Winchelsea Railway Station (Winchelsea),-38.240133,143.984137,3550
FY22-23,20360,Wodonga Railway Station (Wodonga),-36.105829,146.871267,26400
FY22-23,20361,Woodend Railway Station (Woodend),-37.358803,144.525893,104000
FY22-23,20362,Yarragon Railway Station (Yarragon),-38.203155,146.063065,11400
FY22-23,22257,Sherwood Park Railway Station (Warrnambool),-38.386396,142.538873,1800
FY22-23,43469,Wendouree Railway Station (Wendouree),-37.539713,143.820062,106000
FY22-23,44951,Creswick Railway Station (Creswick),-37.424605,143.888122,750
FY22-23,44952,Clunes Railway Station (Clunes),-37.303143,143.781574,1150
FY22-23,44953,Maryborough Railway Station (Maryborough),-37.050912,143.742399,6400
FY22-23,47482,Talbot Railway Station (Talbot),-37.172902,143.705635,650
FY22-23,47641,Waurn Ponds Railway Station (Waurn Ponds),-38.21581,144.30682,178200
FY22-23,47642,Epsom Railway Station (Epsom),-36.706343,144.321036,3400
FY22-23,47647,Wyndham Vale Railway Station (Manor Lakes),-37.872884,144.608734,715950
FY22-23,47648,Tarneit Railway Station (Tarneit),-37.832169,144.694716,1159600
FY22-23,48804,Cobblebank Railway Station (Cobblebank),-37.712542,144.604103,178900
FY22-23,49295,Raywood Railway Station (Raywood),-36.531956,144.201158,300
FY22-23,49296,Huntly Railway Station (Huntly),-36.665847,144.369821,250
FY22-23,51809,Goornong Railway Station (Goornong),-36.615181,144.503478,800
FY22-23,52011,Caroline Springs Railway Station (Ravenhall),-37.766144,144.735748,185750
FY22-23,64408,Southern Cross Railway Station (Melbourne City),-37.818245,144.951691,4555550
FY23-24,19980,Melton Railway Station (Melton South),-37.703362,144.572217,761300
FY23-24,19981,Rockbank Railway Station (Rockbank),-37.729258,144.65063,328050
FY23-24,19982,Deer Park Railway Station (Deer Park),-37.77776,144.772307,518750
FY23-24,20020,Ardeer Railway Station (Ardeer),-37.783063,144.802193,78950
FY23-24,20287,Albury Railway Station (Albury (NSW)),-36.084263,146.924518,73450
FY23-24,20288,Ararat Railway Station (Ararat),-37.282202,142.936912,50350
FY23-24,20289,Avenel Railway Station (Avenel),-36.893644,145.229517,1400
FY23-24,20290,Bacchus Marsh Railway Station (Maddingley),-37.687517,144.436857,334450
FY23-24,20291,Bairnsdale Railway Station (Bairnsdale),-37.828717,147.627615,49800
FY23-24,20292,Ballan Railway Station (Ballan),-37.6043,144.225443,85950
FY23-24,20293,Ballarat Railway Station (Ballarat Central),-37.55879,143.859452,604350
FY23-24,20294,Beaufort Railway Station (Beaufort),-37.427875,143.382233,8300
FY23-24,20295,Benalla Railway Station (Benalla),-36.544549,145.983914,28200
FY23-24,20296,Bendigo Railway Station (Bendigo),-36.765673,144.283012,456400
FY23-24,20297,Birregurra Railway Station (Birregurra),-38.328807,143.78362,3200
FY23-24,20298,Broadford Railway Station (Broadford),-37.207202,145.043009,44250
FY23-24,20299,Bunyip Railway Station (Bunyip),-38.09911,145.720762,13800
FY23-24,20300,Camperdown Railway Station (Camperdown),-38.2289,143.150932,14450
FY23-24,20301,Castlemaine Railway Station (Castlemaine),-37.062836,144.213801,214300
FY23-24,20302,Chiltern Railway Station (Chiltern),-36.155634,146.61138,5500
FY23-24,20303,Clarkefield Railway Station (Clarkefield),-37.483497,144.745368,31550
FY23-24,20304,Colac Railway Station (Colac),-38.343378,143.586658,27050
FY23-24,20305,Corio Railway Station (Corio),-38.072835,144.37977,29300
FY23-24,20306,Dingee Railway Station (Dingee),-36.369235,144.23112,350
FY23-24,20307,Donnybrook Railway Station (Donnybrook),-37.542571,144.96955,125550
FY23-24,20308,Drouin Railway Station (Drouin),-38.136453,145.855943,87600
FY23-24,20309,Eaglehawk Railway Station (Eaglehawk),-36.718528,144.248382,3100
FY23-24,20310,Echuca Railway Station (Echuca),-36.130985,144.753463,28800
FY23-24,20311,Elmore Railway Station (Elmore),-36.495017,144.607753,1900
FY23-24,20312,Euroa Railway Station (Euroa),-36.749135,145.568086,6900
FY23-24,20313,Garfield Railway Station (Garfield),-38.09103,145.67422,18950
FY23-24,20314,Geelong Railway Station (Geelong),-38.144241,144.354992,969600
FY23-24,20315,Gisborne Railway Station (New Gisborne),-37.458825,144.598718,129100
FY23-24,20316,Heathcote Junction Railway Station (Heathcote Junction),-37.371709,145.028202,5200
FY23-24,20317,Kangaroo Flat Railway Station (Kangaroo Flat),-36.794838,144.248993,77650
FY23-24,20318,Kerang Railway Station (Kerang),-35.733123,143.92443,7600
FY23-24,20319,Kilmore East Railway Station (Kilmore East),-37.293208,144.983565,54200
FY23-24,20320,Kyneton Railway Station (Kyneton),-37.258277,144.450602,123500
FY23-24,20321,Lara Railway Station (Lara),-38.022428,144.414402,320400
FY23-24,20323,Little River Railway Station (Little River),-37.962928,144.498485,15800
FY23-24,20324,Longwarry Railway Station (Longwarry),-38.110992,145.76686,14900
FY23-24,20325,Macedon Railway Station (Macedon),-37.423577,144.561397,42000
FY23-24,20326,Malmsbury Railway Station (Malmsbury),-37.189744,144.375325,17550
FY23-24,20327,Marshall Railway Station (Marshall),-38.19855,144.355055,151600
FY23-24,20328,Moe Railway Station (Moe),-38.176907,146.260574,98050
FY23-24,20329,Mooroopna Railway Station (Mooroopna),-36.399127,145.358217,4900
FY23-24,20330,Morwell Railway Station (Morwell),-38.236723,146.396752,90350
FY23-24,20331,Murchison East Railway Station (Murchison East),-36.61315,145.24064,7850
FY23-24,20332,Nagambie Railway Station (Nagambie),-36.78546,145.160358,4550
FY23-24,20333,Nar Nar Goon Railway Station (Nar Nar Goon),-38.08159,145.57167,6950
FY23-24,20334,North Geelong Railway Station (North Geelong),-38.122836,144.352277,320200
FY23-24,20335,North Shore Railway Station (North Shore),-38.098373,144.365323,84150
FY23-24,20336,Pyramid Railway Station (Pyramid Hill),-36.053113,144.11313,2750
FY23-24,20337,Riddells Creek Railway Station (Riddells Creek),-37.465127,144.679828,58150
FY23-24,20338,Rochester Railway Station (Rochester),-36.362363,144.698683,5200
FY23-24,20339,Rosedale Railway Station (Rosedale),-38.156403,146.786965,2550
FY23-24,20341,Sale Railway Station (Sale),-38.103105,147.054802,27650
FY23-24,20342,Seymour Railway Station (Seymour),-37.024725,145.137733,133200
FY23-24,20343,Shepparton Railway Station (Shepparton),-36.383795,145.4065,74300
FY23-24,20344,South Geelong Railway Station (South Geelong),-38.15866,144.358987,294500
FY23-24,20345,Springhurst Railway Station (Springhurst),-36.185894,146.470421,2700
FY23-24,20346,Stratford Railway Station (Stratford),-37.967047,147.081468,4050
FY23-24,20347,Swan Hill Railway Station (Swan Hill),-35.341113,143.562347,48600
FY23-24,20348,Tallarook Railway Station (Tallarook),-37.092332,145.103002,5700
FY23-24,20349,Terang Railway Station (Terang),-38.236215,142.911467,8950
FY23-24,20350,Trafalgar Railway Station (Trafalgar),-38.207239,146.15477,39700
FY23-24,20351,Traralgon Railway Station (Traralgon),-38.198889,146.537884,145200
FY23-24,20352,Tynong Railway Station (Tynong),-38.084994,145.628231,5100
FY23-24,20353,Violet Town Railway Station (Violet Town),-36.638817,145.715926,2800
FY23-24,20354,Wallan Railway Station (Wallan),-37.416534,145.005354,118800
FY23-24,20355,Wandong Railway Station (Wandong),-37.354676,145.026414,16300
FY23-24,20356,Wangaratta Railway Station (Wangaratta),-36.355102,146.317041,51900
FY23-24,20357,Warragul Railway Station (Warragul),-38.165227,145.932675,136100
FY23-24,20358,Warrnambool Railway Station (Warrnambool),-38.385015,142.475547,98300
FY23-24,20359,Winchelsea Railway Station (Winchelsea),-38.240133,143.984137,4700
FY23-24,20360,Wodonga Railway Station (Wodonga),-36.105829,146.871267,54750
FY23-24,20361,Woodend Railway Station (Woodend),-37.358803,144.525893,135150
FY23-24,20362,Yarragon Railway Station (Yarragon),-38.203155,146.063065,13150
FY23-24,22257,Sherwood Park Railway Station (Warrnambool),-38.386396,142.538873,3600
FY23-24,43469,Wendouree Railway Station (Wendouree),-37.539713,143.820062,162450
FY23-24,44951,Creswick Railway Station (Creswick),-37.424605,143.888122,1300
FY23-24,44952,Clunes Railway Station (Clunes),-37.303143,143.781574,1850
FY23-24,44953,Maryborough Railway Station (Maryborough),-37.050912,143.742399,9450
FY23-24,47482,Talbot Railway Station (Talbot),-37.172902,143.705635,850
FY23-24,47641,Waurn Ponds Railway Station (Waurn Ponds),-38.21581,144.30682,230950
FY23-24,47642,Epsom Railway Station (Epsom),-36.706343,144.321036,6600
FY23-24,47647,Wyndham Vale Railway Station (Manor Lakes),-37.872884,144.608734,919500
FY23-24,47648,Tarneit Railway Station (Tarneit),-37.832169,144.694716,1495450
FY23-24,48804,Cobblebank Railway Station (Cobblebank),-37.712542,144.604103,278050
FY23-24,49295,Raywood Railway Station (Raywood),-36.531956,144.201158,850
FY23-24,49296,Huntly Railway Station (Huntly),-36.665847,144.369821,1000
FY23-24,51809,Goornong Railway Station (Goornong),-36.615181,144.503478,2150
FY23-24,52011,Caroline Springs Railway Station (Ravenhall),-37.766144,144.735748,282150
FY23-24,64408,Southern Cross Railway Station (Melbourne City),-37.818245,144.951691,5925200
FY24-25,19980,Melton,-37.703289,144.572525,806050
FY24-25,19981,Rockbank,-37.729258,144.65063,399800
FY24-25,19982,Deer Park,-37.77776,144.772307,636300
FY24-25,20020,Ardeer,-37.783063,144.802193,88250
FY24-25,20287,Albury,-36.084262,146.924515,84300
FY24-25,20288,Ararat,-37.282205,142.936914,60700
FY24-25,20289,Avenel,-36.893648,145.229515,1950
FY24-25,20290,Bacchus Marsh,-37.687582,144.436788,346950
FY24-25,20291,Bairnsdale,-37.82872,147.627614,67800
FY24-25,20292,Ballan,-37.6043,144.225443,93700
FY24-25,20293,Ballarat,-37.55879,143.859452,684050
FY24-25,20294,Beaufort,-37.427875,143.382234,9700
FY24-25,20295,Benalla,-36.54455,145.983915,28900
FY24-25,20296,Bendigo,-36.765673,144.283012,489350
FY24-25,20297,Birregurra,-38.328808,143.783625,3250
FY24-25,20298,Broadford,-37.207202,145.043009,47750
FY24-25,20299,Bunyip,-38.09911,145.720762,19650
FY24-25,20300,Camperdown,-38.228901,143.150928,16050
FY24-25,20301,Castlemaine,-37.062836,144.213801,225300
FY24-25,20302,Chiltern,-36.155637,146.611375,5700
FY24-25,20303,Clarkefield,-37.483497,144.745368,40100
FY24-25,20304,Colac,-38.343378,143.586653,31500
FY24-25,20305,Corio,-38.072835,144.37977,31600
FY24-25,20306,Dingee,-36.369233,144.23112,550
FY24-25,20307,Donnybrook,-37.542592,144.969865,191400
FY24-25,20308,Drouin,-38.136453,145.855943,111250
FY24-25,20309,Eaglehawk,-36.718528,144.248382,3250
FY24-25,20310,Echuca,-36.130982,144.753459,35200
FY24-25,20311,Elmore,-36.49502,144.607758,2300
FY24-25,20312,Euroa,-36.749146,145.567864,7350
FY24-25,20313,Garfield,-38.09103,145.67422,24850
FY24-25,20314,Geelong,-38.144241,144.354992,974250
FY24-25,20315,Gisborne,-37.458825,144.598718,134450
FY24-25,20316,Heathcote Junction,-37.367732,145.026305,6400
FY24-25,20317,Kangaroo Flat,-36.794838,144.248993,86900
FY24-25,20318,Kerang,-35.733122,143.924425,7350
FY24-25,20319,Kilmore East,-37.293208,144.983565,66350
FY24-25,20320,Kyneton,-37.258277,144.450602,131650
FY24-25,20321,Lara,-38.022428,144.414402,333400
FY24-25,20323,Little River,-37.962928,144.498485,18550
FY24-25,20324,Longwarry,-38.110992,145.76686,18950
FY24-25,20325,Macedon,-37.423577,144.561397,41400
FY24-25,20326,Malmsbury,-37.189744,144.375325,19650
FY24-25,20327,Marshall,-38.19855,144.355055,186750
FY24-25,20328,Moe,-38.176713,146.262698,123900
FY24-25,20329,Mooroopna,-36.399128,145.358215,9600
FY24-25,20330,Morwell,-38.236723,146.396752,112950
FY24-25,20331,Murchison East,-36.613148,145.240636,11900
FY24-25,20332,Nagambie,-36.785464,145.160357,6650
FY24-25,20333,Nar Nar Goon,-38.08159,145.57167,9500
FY24-25,20334,North Geelong,-38.122836,144.352277,336000
FY24-25,20335,North Shore,-38.098373,144.365323,96300
FY24-25,20336,Pyramid,-36.053113,144.113133,3000
FY24-25,20337,Riddells Creek,-37.465127,144.679828,58650
FY24-25,20338,Rochester,-36.36236,144.698681,5700
FY24-25,20339,Rosedale,-38.156404,146.786966,3400
FY24-25,20341,Sale,-38.103103,147.054805,35350
FY24-25,20342,Seymour,-37.024725,145.137733,166250
FY24-25,20343,Shepparton,-36.383791,145.406498,116000
FY24-25,20344,South Geelong,-38.15866,144.358987,356100
FY24-25,20345,Springhurst,-36.185893,146.470417,3000
FY24-25,20346,Stratford,-37.967047,147.081469,5700
FY24-25,20347,Swan Hill,-35.341114,143.562343,50950
FY24-25,20348,Tallarook,-37.092332,145.103002,7400
FY24-25,20349,Terang,-38.236212,142.911472,9800
FY24-25,20350,Trafalgar,-38.207239,146.15477,51150
FY24-25,20351,Traralgon,-38.198889,146.537884,184250
FY24-25,20352,Tynong,-38.084994,145.628231,7300
FY24-25,20353,Violet Town,-36.638816,145.715923,3000
FY24-25,20354,Wallan,-37.416534,145.005354,145550
FY24-25,20355,Wandong,-37.354676,145.026414,19000
FY24-25,20356,Wangaratta,-36.355101,146.317038,50500
FY24-25,20357,Warragul,-38.165227,145.93309,172500
FY24-25,20358,Warrnambool,-38.385014,142.475545,112500
FY24-25,20359,Winchelsea,-38.240135,143.984134,5400
FY24-25,20360,Wodonga,-36.105827,146.871266,60400
FY24-25,20361,Woodend,-37.358803,144.525893,143700
FY24-25,20362,Yarragon,-38.203155,146.063065,16600
FY24-25,22257,Sherwood Park,-38.386392,142.538871,4450
FY24-25,43469,Wendouree,-37.539713,143.820062,198950
FY24-25,44951,Creswick,-37.424605,143.888124,2500
FY24-25,44952,Clunes,-37.303141,143.781577,2050
FY24-25,44953,Maryborough,-37.050908,143.742402,10650
FY24-25,47482,Talbot,-37.172899,143.70564,900
FY24-25,47641,Waurn Ponds,-38.21581,144.30682,260250
FY24-25,47642,Epsom,-36.706343,144.321036,7150
FY24-25,47647,Wyndham Vale,-37.871783,144.608477,1128400
FY24-25,47648,Tarneit,-37.832169,144.694716,1717700
FY24-25,48804,Cobblebank,-37.712542,144.604103,325300
FY24-25,49295,Raywood,-36.531477,144.200922,1050
FY24-25,49296,Huntly,-36.664864,144.369789,1500
FY24-25,51809,Goornong,-36.615183,144.503474,1900
FY24-25,52011,Caroline Springs,-37.767153,144.738023,290700
FY24-25,64408,Southern Cross Railway Station (Melbourne City),-37.818245,144.951691,6506100
