Year,Month,Month_name,Day_of_week,Day_type,Mode,Pax_daily
2018,1,Jan,Friday,School Holiday Weekday,Bus (Metropolitan),268350
2018,1,Jan,Friday,School Holiday Weekday,Train (Metropolitan),570700
2018,1,Jan,Friday,School Holiday Weekday,Bus (Regional),21550
2018,1,Jan,Friday,School Holiday Weekday,Train (Regional),43700
2018,1,Jan,Friday,School Holiday Weekday,Tram,529250
2018,1,Jan,Monday,Normal Weekday,Bus (Metropolitan),308450
2018,1,Jan,Monday,Normal Weekday,Train (Metropolitan),638350
2018,1,Jan,Monday,Normal Weekday,Bus (Regional),22600
2018,1,Jan,Monday,Normal Weekday,Train (Regional),47700
2018,1,Jan,Monday,Normal Weekday,Tram,534800
2018,1,Jan,Monday,School Holiday Weekday,Bus (Metropolitan),298500
2018,1,Jan,Monday,School Holiday Weekday,Train (Metropolitan),636150
2018,1,Jan,Monday,School Holiday Weekday,Bus (Regional),23150
2018,1,Jan,Monday,School Holiday Weekday,Train (Regional),49650
2018,1,Jan,Monday,School Holiday Weekday,Tram,562150
2018,1,Jan,Saturday,Weekend,Bus (Metropolitan),154100
2018,1,Jan,Saturday,Weekend,Train (Metropolitan),333700
2018,1,Jan,Saturday,Weekend,Bus (Regional),13100
2018,1,Jan,Saturday,Weekend,Train (Regional),20600
2018,1,Jan,Saturday,Weekend,Tram,393050
2018,1,Jan,Sunday,Weekend,Bus (Metropolitan),105100
2018,1,Jan,Sunday,Weekend,Train (Metropolitan),249600
2018,1,Jan,Sunday,Weekend,Bus (Regional),8600
2018,1,Jan,Sunday,Weekend,Train (Regional),18350
2018,1,Jan,Sunday,Weekend,Tram,325900
2018,1,Jan,Thursday,School Holiday Weekday,Bus (Metropolitan),298100
2018,1,Jan,Thursday,School Holiday Weekday,Train (Metropolitan),617350
2018,1,Jan,Thursday,School Holiday Weekday,Bus (Regional),24400
2018,1,Jan,Thursday,School Holiday Weekday,Train (Regional),47450
2018,1,Jan,Thursday,School Holiday Weekday,Tram,563600
2018,1,Jan,Tuesday,Normal Weekday,Bus (Metropolitan),359800
2018,1,Jan,Tuesday,Normal Weekday,Train (Metropolitan),729400
2018,1,Jan,Tuesday,Normal Weekday,Bus (Regional),26950
2018,1,Jan,Tuesday,Normal Weekday,Train (Regional),52550
2018,1,Jan,Tuesday,Normal Weekday,Tram,610600
2018,1,Jan,Tuesday,School Holiday Weekday,Bus (Metropolitan),295500
2018,1,Jan,Tuesday,School Holiday Weekday,Train (Metropolitan),618050
2018,1,Jan,Tuesday,School Holiday Weekday,Bus (Regional),23300
2018,1,Jan,Tuesday,School Holiday Weekday,Train (Regional),48050
2018,1,Jan,Tuesday,School Holiday Weekday,Tram,558300
2018,1,Jan,Wednesday,Normal Weekday,Bus (Metropolitan),400250
2018,1,Jan,Wednesday,Normal Weekday,Train (Metropolitan),716600
2018,1,Jan,Wednesday,Normal Weekday,Bus (Regional),31300
2018,1,Jan,Wednesday,Normal Weekday,Train (Regional),48600
2018,1,Jan,Wednesday,Normal Weekday,Tram,611100
2018,1,Jan,Wednesday,School Holiday Weekday,Bus (Metropolitan),299950
2018,1,Jan,Wednesday,School Holiday Weekday,Train (Metropolitan),630400
2018,1,Jan,Wednesday,School Holiday Weekday,Bus (Regional),24400
2018,1,Jan,Wednesday,School Holiday Weekday,Train (Regional),48750
2018,1,Jan,Wednesday,School Holiday Weekday,Tram,570050
2018,2,Feb,Friday,Normal Weekday,Bus (Metropolitan),449650
2018,2,Feb,Friday,Normal Weekday,Train (Metropolitan),784400
2018,2,Feb,Friday,Normal Weekday,Bus (Regional),39800
2018,2,Feb,Friday,Normal Weekday,Train (Regional),54050
2018,2,Feb,Friday,Normal Weekday,Tram,691500
2018,2,Feb,Monday,Normal Weekday,Bus (Metropolitan),462750
2018,2,Feb,Monday,Normal Weekday,Train (Metropolitan),770350
2018,2,Feb,Monday,Normal Weekday,Bus (Regional),40150
2018,2,Feb,Monday,Normal Weekday,Train (Regional),52950
2018,2,Feb,Monday,Normal Weekday,Tram,657250
2018,2,Feb,Saturday,Weekend,Bus (Metropolitan),186950
2018,2,Feb,Saturday,Weekend,Train (Metropolitan),428750
2018,2,Feb,Saturday,Weekend,Bus (Regional),15700
2018,2,Feb,Saturday,Weekend,Train (Regional),26000
2018,2,Feb,Saturday,Weekend,Tram,469550
2018,2,Feb,Sunday,Weekend,Bus (Metropolitan),117350
2018,2,Feb,Sunday,Weekend,Train (Metropolitan),284150
2018,2,Feb,Sunday,Weekend,Bus (Regional),9950
2018,2,Feb,Sunday,Weekend,Train (Regional),19050
2018,2,Feb,Sunday,Weekend,Tram,375550
2018,2,Feb,Thursday,Normal Weekday,Bus (Metropolitan),460750
2018,2,Feb,Thursday,Normal Weekday,Train (Metropolitan),777800
2018,2,Feb,Thursday,Normal Weekday,Bus (Regional),40400
2018,2,Feb,Thursday,Normal Weekday,Train (Regional),53800
2018,2,Feb,Thursday,Normal Weekday,Tram,672900
2018,2,Feb,Tuesday,Normal Weekday,Bus (Metropolitan),475950
2018,2,Feb,Tuesday,Normal Weekday,Train (Metropolitan),806800
2018,2,Feb,Tuesday,Normal Weekday,Bus (Regional),41750
2018,2,Feb,Tuesday,Normal Weekday,Train (Regional),56150
2018,2,Feb,Tuesday,Normal Weekday,Tram,686050
2018,2,Feb,Wednesday,Normal Weekday,Bus (Metropolitan),468400
2018,2,Feb,Wednesday,Normal Weekday,Train (Metropolitan),803550
2018,2,Feb,Wednesday,Normal Weekday,Bus (Regional),40800
2018,2,Feb,Wednesday,Normal Weekday,Train (Regional),58800
2018,2,Feb,Wednesday,Normal Weekday,Tram,692450
2018,3,Mar,Friday,Normal Weekday,Bus (Metropolitan),484100
2018,3,Mar,Friday,Normal Weekday,Train (Metropolitan),894550
2018,3,Mar,Friday,Normal Weekday,Bus (Regional),41950
2018,3,Mar,Friday,Normal Weekday,Train (Regional),59800
2018,3,Mar,Friday,Normal Weekday,Tram,792550
2018,3,Mar,Monday,Normal Weekday,Bus (Metropolitan),478600
2018,3,Mar,Monday,Normal Weekday,Train (Metropolitan),827100
2018,3,Mar,Monday,Normal Weekday,Bus (Regional),40500
2018,3,Mar,Monday,Normal Weekday,Train (Regional),58650
2018,3,Mar,Monday,Normal Weekday,Tram,718900
2018,3,Mar,Saturday,Weekend,Bus (Metropolitan),192850
2018,3,Mar,Saturday,Weekend,Train (Metropolitan),436850
2018,3,Mar,Saturday,Weekend,Bus (Regional),15600
2018,3,Mar,Saturday,Weekend,Train (Regional),29750
2018,3,Mar,Saturday,Weekend,Tram,493250
2018,3,Mar,Sunday,Weekend,Bus (Metropolitan),132150
2018,3,Mar,Sunday,Weekend,Train (Metropolitan),337300
2018,3,Mar,Sunday,Weekend,Bus (Regional),9750
2018,3,Mar,Sunday,Weekend,Train (Regional),24350
2018,3,Mar,Sunday,Weekend,Tram,377700
2018,3,Mar,Thursday,Normal Weekday,Bus (Metropolitan),494500
2018,3,Mar,Thursday,Normal Weekday,Train (Metropolitan),887300
2018,3,Mar,Thursday,Normal Weekday,Bus (Regional),43500
2018,3,Mar,Thursday,Normal Weekday,Train (Regional),62800
2018,3,Mar,Thursday,Normal Weekday,Tram,766750
2018,3,Mar,Tuesday,Normal Weekday,Bus (Metropolitan),493050
2018,3,Mar,Tuesday,Normal Weekday,Train (Metropolitan),860600
2018,3,Mar,Tuesday,Normal Weekday,Bus (Regional),43250
2018,3,Mar,Tuesday,Normal Weekday,Train (Regional),61050
2018,3,Mar,Tuesday,Normal Weekday,Tram,748800
2018,3,Mar,Wednesday,Normal Weekday,Bus (Metropolitan),496900
2018,3,Mar,Wednesday,Normal Weekday,Train (Metropolitan),865850
2018,3,Mar,Wednesday,Normal Weekday,Bus (Regional),43350
2018,3,Mar,Wednesday,Normal Weekday,Train (Regional),62250
2018,3,Mar,Wednesday,Normal Weekday,Tram,757900
2018,4,Apr,Friday,Normal Weekday,Bus (Metropolitan),465700
2018,4,Apr,Friday,Normal Weekday,Train (Metropolitan),856050
2018,4,Apr,Friday,Normal Weekday,Bus (Regional),40500
2018,4,Apr,Friday,Normal Weekday,Train (Regional),59350
2018,4,Apr,Friday,Normal Weekday,Tram,731500
2018,4,Apr,Friday,School Holiday Weekday,Bus (Metropolitan),367100
2018,4,Apr,Friday,School Holiday Weekday,Train (Metropolitan),807850
2018,4,Apr,Friday,School Holiday Weekday,Bus (Regional),27550
2018,4,Apr,Friday,School Holiday Weekday,Train (Regional),55400
2018,4,Apr,Friday,School Holiday Weekday,Tram,652150
2018,4,Apr,Monday,Normal Weekday,Bus (Metropolitan),454600
2018,4,Apr,Monday,Normal Weekday,Train (Metropolitan),797300
2018,4,Apr,Monday,Normal Weekday,Bus (Regional),39150
2018,4,Apr,Monday,Normal Weekday,Train (Regional),56250
2018,4,Apr,Monday,Normal Weekday,Tram,639350
2018,4,Apr,Monday,School Holiday Weekday,Bus (Metropolitan),372550
2018,4,Apr,Monday,School Holiday Weekday,Train (Metropolitan),757200
2018,4,Apr,Monday,School Holiday Weekday,Bus (Regional),26350
2018,4,Apr,Monday,School Holiday Weekday,Train (Regional),54600
2018,4,Apr,Monday,School Holiday Weekday,Tram,611850
2018,4,Apr,Saturday,Weekend,Bus (Metropolitan),184300
2018,4,Apr,Saturday,Weekend,Train (Metropolitan),407550
2018,4,Apr,Saturday,Weekend,Bus (Regional),13750
2018,4,Apr,Saturday,Weekend,Train (Regional),25200
2018,4,Apr,Saturday,Weekend,Tram,457600
2018,4,Apr,Sunday,Weekend,Bus (Metropolitan),124850
2018,4,Apr,Sunday,Weekend,Train (Metropolitan),344000
2018,4,Apr,Sunday,Weekend,Bus (Regional),8700
2018,4,Apr,Sunday,Weekend,Train (Regional),25000
2018,4,Apr,Sunday,Weekend,Tram,360450
2018,4,Apr,Thursday,Normal Weekday,Bus (Metropolitan),479050
2018,4,Apr,Thursday,Normal Weekday,Train (Metropolitan),845900
2018,4,Apr,Thursday,Normal Weekday,Bus (Regional),43800
2018,4,Apr,Thursday,Normal Weekday,Train (Regional),62050
2018,4,Apr,Thursday,Normal Weekday,Tram,715450
2018,4,Apr,Thursday,School Holiday Weekday,Bus (Metropolitan),375100
2018,4,Apr,Thursday,School Holiday Weekday,Train (Metropolitan),778400
2018,4,Apr,Thursday,School Holiday Weekday,Bus (Regional),28250
2018,4,Apr,Thursday,School Holiday Weekday,Train (Regional),58600
2018,4,Apr,Thursday,School Holiday Weekday,Tram,650600
2018,4,Apr,Tuesday,Normal Weekday,Bus (Metropolitan),473250
2018,4,Apr,Tuesday,Normal Weekday,Train (Metropolitan),886700
2018,4,Apr,Tuesday,Normal Weekday,Bus (Regional),42100
2018,4,Apr,Tuesday,Normal Weekday,Train (Regional),60950
2018,4,Apr,Tuesday,Normal Weekday,Tram,684300
2018,4,Apr,Tuesday,School Holiday Weekday,Bus (Metropolitan),356550
2018,4,Apr,Tuesday,School Holiday Weekday,Train (Metropolitan),736050
2018,4,Apr,Tuesday,School Holiday Weekday,Bus (Regional),26450
2018,4,Apr,Tuesday,School Holiday Weekday,Train (Regional),54000
2018,4,Apr,Tuesday,School Holiday Weekday,Tram,619750
2018,4,Apr,Wednesday,Normal Weekday,Bus (Metropolitan),480350
2018,4,Apr,Wednesday,Normal Weekday,Train (Metropolitan),854900
2018,4,Apr,Wednesday,Normal Weekday,Bus (Regional),42150
2018,4,Apr,Wednesday,Normal Weekday,Train (Regional),60750
2018,4,Apr,Wednesday,Normal Weekday,Tram,702850
2018,4,Apr,Wednesday,School Holiday Weekday,Bus (Metropolitan),371100
2018,4,Apr,Wednesday,School Holiday Weekday,Train (Metropolitan),762900
2018,4,Apr,Wednesday,School Holiday Weekday,Bus (Regional),27250
2018,4,Apr,Wednesday,School Holiday Weekday,Train (Regional),55750
2018,4,Apr,Wednesday,School Holiday Weekday,Tram,646200
2018,5,May,Friday,Normal Weekday,Bus (Metropolitan),408450
2018,5,May,Friday,Normal Weekday,Train (Metropolitan),828750
2018,5,May,Friday,Normal Weekday,Bus (Regional),36700
2018,5,May,Friday,Normal Weekday,Train (Regional),58750
2018,5,May,Friday,Normal Weekday,Tram,652250
2018,5,May,Monday,Normal Weekday,Bus (Metropolitan),423800
2018,5,May,Monday,Normal Weekday,Train (Metropolitan),789250
2018,5,May,Monday,Normal Weekday,Bus (Regional),38300
2018,5,May,Monday,Normal Weekday,Train (Regional),55800
2018,5,May,Monday,Normal Weekday,Tram,597750
2018,5,May,Saturday,Weekend,Bus (Metropolitan),197400
2018,5,May,Saturday,Weekend,Train (Metropolitan),418950
2018,5,May,Saturday,Weekend,Bus (Regional),14550
2018,5,May,Saturday,Weekend,Train (Regional),28950
2018,5,May,Saturday,Weekend,Tram,449850
2018,5,May,Sunday,Weekend,Bus (Metropolitan),136700
2018,5,May,Sunday,Weekend,Train (Metropolitan),309750
2018,5,May,Sunday,Weekend,Bus (Regional),8450
2018,5,May,Sunday,Weekend,Train (Regional),22700
2018,5,May,Sunday,Weekend,Tram,326350
2018,5,May,Thursday,Normal Weekday,Bus (Metropolitan),437800
2018,5,May,Thursday,Normal Weekday,Train (Metropolitan),814200
2018,5,May,Thursday,Normal Weekday,Bus (Regional),40550
2018,5,May,Thursday,Normal Weekday,Train (Regional),59150
2018,5,May,Thursday,Normal Weekday,Tram,647850
2018,5,May,Tuesday,Normal Weekday,Bus (Metropolitan),438950
2018,5,May,Tuesday,Normal Weekday,Train (Metropolitan),823150
2018,5,May,Tuesday,Normal Weekday,Bus (Regional),40250
2018,5,May,Tuesday,Normal Weekday,Train (Regional),56850
2018,5,May,Tuesday,Normal Weekday,Tram,630450
2018,5,May,Wednesday,Normal Weekday,Bus (Metropolitan),442900
2018,5,May,Wednesday,Normal Weekday,Train (Metropolitan),822200
2018,5,May,Wednesday,Normal Weekday,Bus (Regional),39750
2018,5,May,Wednesday,Normal Weekday,Train (Regional),58500
2018,5,May,Wednesday,Normal Weekday,Tram,639050
2018,6,Jun,Friday,Normal Weekday,Bus (Metropolitan),386150
2018,6,Jun,Friday,Normal Weekday,Train (Metropolitan),756000
2018,6,Jun,Friday,Normal Weekday,Bus (Regional),36350
2018,6,Jun,Friday,Normal Weekday,Train (Regional),54750
2018,6,Jun,Friday,Normal Weekday,Tram,628200
2018,6,Jun,Monday,Normal Weekday,Bus (Metropolitan),393000
2018,6,Jun,Monday,Normal Weekday,Train (Metropolitan),734850
2018,6,Jun,Monday,Normal Weekday,Bus (Regional),36900
2018,6,Jun,Monday,Normal Weekday,Train (Regional),52950
2018,6,Jun,Monday,Normal Weekday,Tram,585250
2018,6,Jun,Saturday,Weekend,Bus (Metropolitan),183600
2018,6,Jun,Saturday,Weekend,Train (Metropolitan),347300
2018,6,Jun,Saturday,Weekend,Bus (Regional),13250
2018,6,Jun,Saturday,Weekend,Train (Regional),24750
2018,6,Jun,Saturday,Weekend,Tram,406900
2018,6,Jun,Sunday,Weekend,Bus (Metropolitan),117650
2018,6,Jun,Sunday,Weekend,Train (Metropolitan),270250
2018,6,Jun,Sunday,Weekend,Bus (Regional),8000
2018,6,Jun,Sunday,Weekend,Train (Regional),20400
2018,6,Jun,Sunday,Weekend,Tram,294400
2018,6,Jun,Thursday,Normal Weekday,Bus (Metropolitan),410350
2018,6,Jun,Thursday,Normal Weekday,Train (Metropolitan),775350
2018,6,Jun,Thursday,Normal Weekday,Bus (Regional),39400
2018,6,Jun,Thursday,Normal Weekday,Train (Regional),58900
2018,6,Jun,Thursday,Normal Weekday,Tram,624850
2018,6,Jun,Tuesday,Normal Weekday,Bus (Metropolitan),405600
2018,6,Jun,Tuesday,Normal Weekday,Train (Metropolitan),756450
2018,6,Jun,Tuesday,Normal Weekday,Bus (Regional),38350
2018,6,Jun,Tuesday,Normal Weekday,Train (Regional),54450
2018,6,Jun,Tuesday,Normal Weekday,Tram,610350
2018,6,Jun,Wednesday,Normal Weekday,Bus (Metropolitan),409200
2018,6,Jun,Wednesday,Normal Weekday,Train (Metropolitan),776950
2018,6,Jun,Wednesday,Normal Weekday,Bus (Regional),38300
2018,6,Jun,Wednesday,Normal Weekday,Train (Regional),57900
2018,6,Jun,Wednesday,Normal Weekday,Tram,623650
2018,7,Jul,Friday,Normal Weekday,Bus (Metropolitan),420400
2018,7,Jul,Friday,Normal Weekday,Train (Metropolitan),830300
2018,7,Jul,Friday,Normal Weekday,Bus (Regional),39100
2018,7,Jul,Friday,Normal Weekday,Train (Regional),61450
2018,7,Jul,Friday,Normal Weekday,Tram,685200
2018,7,Jul,Friday,School Holiday Weekday,Bus (Metropolitan),322450
2018,7,Jul,Friday,School Holiday Weekday,Train (Metropolitan),744650
2018,7,Jul,Friday,School Holiday Weekday,Bus (Regional),23950
2018,7,Jul,Friday,School Holiday Weekday,Train (Regional),56250
2018,7,Jul,Friday,School Holiday Weekday,Tram,634650
2018,7,Jul,Monday,Normal Weekday,Bus (Metropolitan),405050
2018,7,Jul,Monday,Normal Weekday,Train (Metropolitan),765600
2018,7,Jul,Monday,Normal Weekday,Bus (Regional),36600
2018,7,Jul,Monday,Normal Weekday,Train (Regional),55750
2018,7,Jul,Monday,Normal Weekday,Tram,622050
2018,7,Jul,Monday,School Holiday Weekday,Bus (Metropolitan),318950
2018,7,Jul,Monday,School Holiday Weekday,Train (Metropolitan),679150
2018,7,Jul,Monday,School Holiday Weekday,Bus (Regional),24900
2018,7,Jul,Monday,School Holiday Weekday,Train (Regional),50500
2018,7,Jul,Monday,School Holiday Weekday,Tram,577400
2018,7,Jul,Saturday,Weekend,Bus (Metropolitan),177600
2018,7,Jul,Saturday,Weekend,Train (Metropolitan),388200
2018,7,Jul,Saturday,Weekend,Bus (Regional),12900
2018,7,Jul,Saturday,Weekend,Train (Regional),30550
2018,7,Jul,Saturday,Weekend,Tram,424450
2018,7,Jul,Sunday,Weekend,Bus (Metropolitan),133000
2018,7,Jul,Sunday,Weekend,Train (Metropolitan),298500
2018,7,Jul,Sunday,Weekend,Bus (Regional),8150
2018,7,Jul,Sunday,Weekend,Train (Regional),22650
2018,7,Jul,Sunday,Weekend,Tram,319650
2018,7,Jul,Thursday,Normal Weekday,Bus (Metropolitan),436250
2018,7,Jul,Thursday,Normal Weekday,Train (Metropolitan),800950
2018,7,Jul,Thursday,Normal Weekday,Bus (Regional),40450
2018,7,Jul,Thursday,Normal Weekday,Train (Regional),58650
2018,7,Jul,Thursday,Normal Weekday,Tram,660750
2018,7,Jul,Thursday,School Holiday Weekday,Bus (Metropolitan),335250
2018,7,Jul,Thursday,School Holiday Weekday,Train (Metropolitan),716650
2018,7,Jul,Thursday,School Holiday Weekday,Bus (Regional),26350
2018,7,Jul,Thursday,School Holiday Weekday,Train (Regional),53500
2018,7,Jul,Thursday,School Holiday Weekday,Tram,617200
2018,7,Jul,Tuesday,Normal Weekday,Bus (Metropolitan),419250
2018,7,Jul,Tuesday,Normal Weekday,Train (Metropolitan),800300
2018,7,Jul,Tuesday,Normal Weekday,Bus (Regional),36300
2018,7,Jul,Tuesday,Normal Weekday,Train (Regional),57450
2018,7,Jul,Tuesday,Normal Weekday,Tram,635850
2018,7,Jul,Tuesday,School Holiday Weekday,Bus (Metropolitan),305500
2018,7,Jul,Tuesday,School Holiday Weekday,Train (Metropolitan),712500
2018,7,Jul,Tuesday,School Holiday Weekday,Bus (Regional),20750
2018,7,Jul,Tuesday,School Holiday Weekday,Train (Regional),54000
2018,7,Jul,Tuesday,School Holiday Weekday,Tram,609650
2018,7,Jul,Wednesday,Normal Weekday,Bus (Metropolitan),437450
2018,7,Jul,Wednesday,Normal Weekday,Train (Metropolitan),803000
2018,7,Jul,Wednesday,Normal Weekday,Bus (Regional),39550
2018,7,Jul,Wednesday,Normal Weekday,Train (Regional),57700
2018,7,Jul,Wednesday,Normal Weekday,Tram,657200
2018,7,Jul,Wednesday,School Holiday Weekday,Bus (Metropolitan),328250
2018,7,Jul,Wednesday,School Holiday Weekday,Train (Metropolitan),713800
2018,7,Jul,Wednesday,School Holiday Weekday,Bus (Regional),24900
2018,7,Jul,Wednesday,School Holiday Weekday,Train (Regional),53550
2018,7,Jul,Wednesday,School Holiday Weekday,Tram,607700
2018,8,Aug,Friday,Normal Weekday,Bus (Metropolitan),443850
2018,8,Aug,Friday,Normal Weekday,Train (Metropolitan),833600
2018,8,Aug,Friday,Normal Weekday,Bus (Regional),39250
2018,8,Aug,Friday,Normal Weekday,Train (Regional),59050
2018,8,Aug,Friday,Normal Weekday,Tram,689300
2018,8,Aug,Monday,Normal Weekday,Bus (Metropolitan),445500
2018,8,Aug,Monday,Normal Weekday,Train (Metropolitan),764150
2018,8,Aug,Monday,Normal Weekday,Bus (Regional),39550
2018,8,Aug,Monday,Normal Weekday,Train (Regional),54400
2018,8,Aug,Monday,Normal Weekday,Tram,634900
2018,8,Aug,Saturday,Weekend,Bus (Metropolitan),188600
2018,8,Aug,Saturday,Weekend,Train (Metropolitan),416900
2018,8,Aug,Saturday,Weekend,Bus (Regional),13200
2018,8,Aug,Saturday,Weekend,Train (Regional),29450
2018,8,Aug,Saturday,Weekend,Tram,435900
2018,8,Aug,Sunday,Weekend,Bus (Metropolitan),128950
2018,8,Aug,Sunday,Weekend,Train (Metropolitan),317250
2018,8,Aug,Sunday,Weekend,Bus (Regional),8250
2018,8,Aug,Sunday,Weekend,Train (Regional),21900
2018,8,Aug,Sunday,Weekend,Tram,338350
2018,8,Aug,Thursday,Normal Weekday,Bus (Metropolitan),460350
2018,8,Aug,Thursday,Normal Weekday,Train (Metropolitan),811150
2018,8,Aug,Thursday,Normal Weekday,Bus (Regional),41500
2018,8,Aug,Thursday,Normal Weekday,Train (Regional),56900
2018,8,Aug,Thursday,Normal Weekday,Tram,668700
2018,8,Aug,Tuesday,Normal Weekday,Bus (Metropolitan),463400
2018,8,Aug,Tuesday,Normal Weekday,Train (Metropolitan),801850
2018,8,Aug,Tuesday,Normal Weekday,Bus (Regional),41200
2018,8,Aug,Tuesday,Normal Weekday,Train (Regional),56550
2018,8,Aug,Tuesday,Normal Weekday,Tram,656900
2018,8,Aug,Wednesday,Normal Weekday,Bus (Metropolitan),465950
2018,8,Aug,Wednesday,Normal Weekday,Train (Metropolitan),813600
2018,8,Aug,Wednesday,Normal Weekday,Bus (Regional),41200
2018,8,Aug,Wednesday,Normal Weekday,Train (Regional),57400
2018,8,Aug,Wednesday,Normal Weekday,Tram,672250
2018,9,Sep,Friday,Normal Weekday,Bus (Metropolitan),445650
2018,9,Sep,Friday,Normal Weekday,Train (Metropolitan),902000
2018,9,Sep,Friday,Normal Weekday,Bus (Regional),39850
2018,9,Sep,Friday,Normal Weekday,Train (Regional),62050
2018,9,Sep,Friday,Normal Weekday,Tram,653350
2018,9,Sep,Monday,Normal Weekday,Bus (Metropolitan),439500
2018,9,Sep,Monday,Normal Weekday,Train (Metropolitan),761450
2018,9,Sep,Monday,Normal Weekday,Bus (Regional),40100
2018,9,Sep,Monday,Normal Weekday,Train (Regional),53850
2018,9,Sep,Monday,Normal Weekday,Tram,588000
2018,9,Sep,Monday,School Holiday Weekday,Bus (Metropolitan),343800
2018,9,Sep,Monday,School Holiday Weekday,Train (Metropolitan),744550
2018,9,Sep,Monday,School Holiday Weekday,Bus (Regional),26050
2018,9,Sep,Monday,School Holiday Weekday,Train (Regional),54800
2018,9,Sep,Monday,School Holiday Weekday,Tram,581500
2018,9,Sep,Saturday,Weekend,Bus (Metropolitan),185500
2018,9,Sep,Saturday,Weekend,Train (Metropolitan),393250
2018,9,Sep,Saturday,Weekend,Bus (Regional),13500
2018,9,Sep,Saturday,Weekend,Train (Regional),25000
2018,9,Sep,Saturday,Weekend,Tram,423450
2018,9,Sep,Sunday,Weekend,Bus (Metropolitan),124350
2018,9,Sep,Sunday,Weekend,Train (Metropolitan),256350
2018,9,Sep,Sunday,Weekend,Bus (Regional),8550
2018,9,Sep,Sunday,Weekend,Train (Regional),18750
2018,9,Sep,Sunday,Weekend,Tram,325150
2018,9,Sep,Thursday,Normal Weekday,Bus (Metropolitan),457400
2018,9,Sep,Thursday,Normal Weekday,Train (Metropolitan),833250
2018,9,Sep,Thursday,Normal Weekday,Bus (Regional),41800
2018,9,Sep,Thursday,Normal Weekday,Train (Regional),57750
2018,9,Sep,Thursday,Normal Weekday,Tram,622100
2018,9,Sep,Thursday,School Holiday Weekday,Bus (Metropolitan),368950
2018,9,Sep,Thursday,School Holiday Weekday,Train (Metropolitan),820400
2018,9,Sep,Thursday,School Holiday Weekday,Bus (Regional),29150
2018,9,Sep,Thursday,School Holiday Weekday,Train (Regional),60050
2018,9,Sep,Thursday,School Holiday Weekday,Tram,666100
2018,9,Sep,Tuesday,Normal Weekday,Bus (Metropolitan),454400
2018,9,Sep,Tuesday,Normal Weekday,Train (Metropolitan),801750
2018,9,Sep,Tuesday,Normal Weekday,Bus (Regional),41750
2018,9,Sep,Tuesday,Normal Weekday,Train (Regional),56750
2018,9,Sep,Tuesday,Normal Weekday,Tram,611650
2018,9,Sep,Tuesday,School Holiday Weekday,Bus (Metropolitan),349700
2018,9,Sep,Tuesday,School Holiday Weekday,Train (Metropolitan),777100
2018,9,Sep,Tuesday,School Holiday Weekday,Bus (Regional),26800
2018,9,Sep,Tuesday,School Holiday Weekday,Train (Regional),58200
2018,9,Sep,Tuesday,School Holiday Weekday,Tram,620850
2018,9,Sep,Wednesday,Normal Weekday,Bus (Metropolitan),457200
2018,9,Sep,Wednesday,Normal Weekday,Train (Metropolitan),803500
2018,9,Sep,Wednesday,Normal Weekday,Bus (Regional),41900
2018,9,Sep,Wednesday,Normal Weekday,Train (Regional),55900
2018,9,Sep,Wednesday,Normal Weekday,Tram,614750
2018,9,Sep,Wednesday,School Holiday Weekday,Bus (Metropolitan),364600
2018,9,Sep,Wednesday,School Holiday Weekday,Train (Metropolitan),801050
2018,9,Sep,Wednesday,School Holiday Weekday,Bus (Regional),28000
2018,9,Sep,Wednesday,School Holiday Weekday,Train (Regional),58900
2018,9,Sep,Wednesday,School Holiday Weekday,Tram,643800
2018,10,Oct,Friday,Normal Weekday,Bus (Metropolitan),448800
2018,10,Oct,Friday,Normal Weekday,Train (Metropolitan),834350
2018,10,Oct,Friday,Normal Weekday,Bus (Regional),41900
2018,10,Oct,Friday,Normal Weekday,Train (Regional),60200
2018,10,Oct,Friday,Normal Weekday,Tram,719350
2018,10,Oct,Friday,School Holiday Weekday,Bus (Metropolitan),385100
2018,10,Oct,Friday,School Holiday Weekday,Train (Metropolitan),790350
2018,10,Oct,Friday,School Holiday Weekday,Bus (Regional),28950
2018,10,Oct,Friday,School Holiday Weekday,Train (Regional),59100
2018,10,Oct,Friday,School Holiday Weekday,Tram,707000
2018,10,Oct,Monday,Normal Weekday,Bus (Metropolitan),434900
2018,10,Oct,Monday,Normal Weekday,Train (Metropolitan),778500
2018,10,Oct,Monday,Normal Weekday,Bus (Regional),40750
2018,10,Oct,Monday,Normal Weekday,Train (Regional),53500
2018,10,Oct,Monday,Normal Weekday,Tram,639150
2018,10,Oct,Monday,School Holiday Weekday,Bus (Metropolitan),361950
2018,10,Oct,Monday,School Holiday Weekday,Train (Metropolitan),765050
2018,10,Oct,Monday,School Holiday Weekday,Bus (Regional),26800
2018,10,Oct,Monday,School Holiday Weekday,Train (Regional),54950
2018,10,Oct,Monday,School Holiday Weekday,Tram,654500
2018,10,Oct,Saturday,Weekend,Bus (Metropolitan),198950
2018,10,Oct,Saturday,Weekend,Train (Metropolitan),391500
2018,10,Oct,Saturday,Weekend,Bus (Regional),19350
2018,10,Oct,Saturday,Weekend,Train (Regional),27300
2018,10,Oct,Saturday,Weekend,Tram,450800
2018,10,Oct,Sunday,Weekend,Bus (Metropolitan),133200
2018,10,Oct,Sunday,Weekend,Train (Metropolitan),289950
2018,10,Oct,Sunday,Weekend,Bus (Regional),12500
